device_id,device_serial_number,reading,time
45,077895720-9,148,14:30:55.000
56,344655952-3,176,13:44:17.000
71,588430580-X,134,14:45:42.000
69,959486323-4,89,13:14:12.000
31,989225850-9,176,13:27:32.000
15,705005217-5,57,13:24:53.000
77,892943799-0,175,13:53:10.000
82,938253885-2,81,14:19:27.000
30,973493607-7,105,13:58:20.000
34,475124318-7,75,13:33:28.000
59,528145937-6,121,14:03:20.000
56,570329662-5,112,13:49:56.000
7,186971284-6,50,13:26:40.000
79,530647147-1,116,14:53:21.000
45,194854914-X,110,13:31:16.000
51,504121407-7,2,14:43:50.000
79,018441223-4,167,13:21:33.000
43,103067945-2,9,14:38:36.000
36,205243930-7,56,14:34:35.000
98,787554208-1,162,13:02:29.000
36,230589816-9,37,14:23:27.000
30,883551290-5,21,14:34:20.000
63,797600415-8,129,13:52:35.000
91,044680957-8,172,14:23:26.000
61,160608539-5,9,14:57:39.000
56,821339031-8,168,13:50:19.000
4,662853794-3,116,14:47:47.000
4,860547897-7,23,14:16:44.000
27,550683213-3,18,14:19:23.000
74,388273307-1,29,14:37:02.000
33,407920961-4,73,13:26:50.000
22,139115656-0,124,13:01:45.000
63,162340307-3,184,13:45:47.000
8,880682368-X,144,13:38:21.000
83,306235904-8,161,14:43:44.000
86,676855167-1,196,13:47:50.000
36,633360660-X,28,13:16:55.000
20,755678381-2,169,14:47:31.000
43,618880673-9,103,13:00:16.000
15,945790355-2,107,14:05:18.000
39,796758023-0,12,13:10:03.000
37,233432811-1,39,13:17:19.000
53,464567462-5,143,14:15:35.000
57,214944034-2,189,14:56:42.000
63,339443567-5,96,13:30:01.000
81,249611904-6,53,14:46:45.000
57,845903198-5,124,13:19:22.000
4,746851135-7,97,13:56:30.000
75,577007915-0,88,14:31:07.000
89,331725128-X,171,14:41:40.000
72,933912788-9,27,13:20:48.000
3,699733814-3,164,13:03:54.000
86,082675714-6,117,13:42:15.000
26,790389825-6,1,13:17:40.000
89,218856999-7,132,13:42:10.000
90,776498594-5,29,14:24:35.000
40,838906317-4,5,14:43:12.000
39,192007205-5,124,14:44:23.000
66,976263441-1,35,14:54:43.000
56,661641579-1,151,14:38:40.000
34,541403303-X,30,14:23:58.000
66,170073778-3,175,14:48:23.000
100,838787010-2,118,14:37:46.000
77,792023774-2,124,14:01:10.000
17,582110312-6,5,14:10:03.000
8,994365134-2,186,13:07:50.000
45,100052689-5,103,13:02:59.000
75,567911288-4,125,13:34:28.000
85,209213940-1,108,14:01:18.000
55,377462602-2,121,14:10:04.000
93,331485353-X,178,13:29:43.000
94,231733099-5,155,13:11:46.000
59,130739832-4,150,14:11:08.000
38,442801086-9,171,14:19:46.000
91,493801082-8,133,14:57:47.000
90,955410057-4,17,13:34:25.000
17,475230480-5,63,14:15:49.000
32,255880276-3,8,13:51:18.000
42,475264334-0,104,14:29:25.000
37,684740287-3,86,13:22:45.000
65,518574607-6,93,13:44:12.000
99,502306471-9,107,13:46:20.000
53,920653113-1,192,14:03:48.000
41,413053872-1,24,14:42:37.000
65,866547921-X,155,13:05:31.000
24,516074384-7,7,14:03:32.000
68,492465810-3,32,14:24:02.000
12,553609797-0,149,14:47:44.000
94,328363807-1,123,13:14:26.000
17,713361939-3,147,13:32:58.000
47,234686983-X,95,14:08:33.000
22,001999387-0,58,14:51:32.000
8,202363464-4,12,14:13:49.000
92,045906209-3,190,13:01:04.000
62,780870677-9,19,14:46:18.000
77,767304290-8,30,14:20:05.000
91,852237534-8,120,14:09:27.000
54,773879654-5,38,14:12:13.000
14,061826977-0,50,13:07:37.000
9,658713523-4,60,14:10:47.000
76,717667250-4,87,13:47:43.000
55,537327339-2,61,14:50:57.000
26,934569695-4,41,13:12:42.000
32,934632368-X,159,13:11:37.000
60,748052560-5,111,14:38:25.000
21,895001374-6,174,14:18:23.000
8,422281390-7,128,13:56:23.000
36,321872082-6,116,14:19:37.000
20,026546110-3,194,13:07:51.000
26,608455240-4,35,13:14:21.000
95,427550922-6,4,13:00:44.000
8,054941852-0,46,14:23:05.000
17,441861585-7,121,13:42:19.000
53,648154813-6,138,13:39:42.000
66,461573802-1,42,14:03:36.000
75,054361957-5,200,13:46:55.000
10,873516990-7,193,13:50:57.000
71,300075121-1,154,13:34:47.000
70,794443979-5,158,13:15:28.000
48,302551795-6,73,13:22:45.000
17,896509856-4,44,14:27:38.000
73,386507425-1,129,13:43:15.000
66,597080753-2,137,14:34:23.000
34,229252859-2,30,14:04:52.000
97,631519689-6,169,13:15:54.000
59,694626694-3,126,14:04:31.000
13,853816067-2,163,13:48:53.000
7,814690328-2,171,13:35:00.000
86,937660356-7,70,14:01:51.000
21,843345035-2,197,14:12:09.000
39,601281533-6,6,13:56:16.000
79,413623723-5,179,14:07:40.000
31,115617211-X,29,13:16:49.000
30,399959380-6,179,14:55:01.000
72,846250412-0,113,14:15:24.000
47,482336042-7,103,14:14:48.000
23,472611680-0,23,14:10:07.000
53,141469111-4,55,13:42:01.000
26,915187005-3,123,13:47:12.000
83,346549843-7,127,13:26:50.000
40,292309633-9,101,13:20:08.000
94,645278999-6,127,13:18:16.000
86,752132835-3,45,14:31:40.000
72,630685175-5,180,13:55:49.000
2,739784823-0,1,13:29:29.000
82,666101329-X,101,13:41:47.000
75,359505688-4,47,14:19:00.000
37,622543354-6,85,13:45:51.000
86,097019227-4,103,14:48:46.000
24,127577008-8,60,13:20:49.000
74,052384387-9,48,14:51:34.000
64,652744840-6,113,14:23:42.000
43,129833434-9,109,13:29:38.000
46,742265591-7,27,13:21:03.000
12,339554104-5,119,14:07:46.000
33,046267459-2,115,13:58:38.000
56,031000203-6,187,14:40:05.000
67,393787118-7,102,14:04:04.000
77,592352949-1,77,14:49:31.000
64,831310134-2,95,13:20:29.000
97,077563656-8,187,13:06:56.000
99,979018158-2,83,13:23:07.000
42,032872249-9,96,13:13:14.000
54,498871327-X,55,14:55:37.000
5,534120252-X,105,13:30:59.000
77,994440656-2,145,14:30:57.000
88,257439383-X,18,13:44:31.000
16,013447244-6,132,13:21:48.000
25,601680882-2,167,14:29:19.000
68,742798395-5,21,14:43:00.000
44,247044654-6,36,13:52:37.000
66,792906128-0,8,13:17:38.000
72,504469275-1,69,13:54:10.000
56,550315084-8,178,13:15:12.000
80,459907087-4,179,13:58:29.000
94,253082824-5,146,13:30:23.000
82,157446303-9,160,13:01:50.000
67,016173337-9,44,14:56:58.000
79,192068458-1,144,13:58:09.000
20,820702879-3,36,13:29:37.000
9,450647814-2,168,14:38:23.000
88,684927629-8,36,13:03:40.000
3,638445956-6,35,13:17:10.000
69,506309286-1,178,13:50:14.000
98,219683573-0,43,14:43:01.000
71,523168407-4,117,14:56:59.000
10,950994981-7,33,14:36:44.000
73,105121723-7,34,14:57:15.000
100,377857160-5,156,14:55:20.000
85,664136861-0,185,14:08:20.000
82,097404214-5,91,13:41:50.000
21,225290779-7,52,14:44:49.000
57,000192363-3,99,13:18:43.000
79,241065573-4,62,13:15:50.000
86,482465759-8,191,13:11:15.000
12,859114972-6,136,14:14:21.000
77,719145113-0,82,13:39:32.000
44,982481840-5,118,14:53:40.000
81,793310944-6,46,14:28:16.000
71,092456899-2,147,13:01:10.000
90,569950578-4,93,14:28:30.000
63,499013280-7,68,13:46:52.000
63,364430245-6,151,13:44:11.000
63,585785977-8,36,14:43:35.000
83,528442851-X,32,14:54:13.000
22,270378227-6,5,14:44:21.000
32,958701363-8,150,14:58:59.000
12,029339145-9,15,14:51:32.000
12,024742628-8,193,13:51:39.000
23,256382537-7,144,13:28:51.000
47,776272042-1,71,14:22:12.000
28,961683348-0,140,14:25:11.000
38,646582563-5,93,14:09:14.000
74,789201327-X,39,14:37:20.000
10,049789514-5,18,14:00:50.000
30,668505232-5,120,13:25:31.000
91,583196534-1,138,13:36:15.000
98,801079346-9,127,14:07:07.000
50,308041582-5,37,14:14:32.000
44,697439403-9,130,13:13:40.000
89,711588769-1,41,14:43:18.000
39,332694554-X,34,13:54:56.000
43,956090441-8,112,14:45:14.000
99,201863206-X,132,14:20:05.000
18,135407986-8,46,13:52:54.000
42,623409439-2,64,14:52:35.000
76,932134199-4,129,14:34:14.000
59,852961677-4,192,13:28:26.000
43,357043509-1,3,13:25:27.000
32,526275025-7,49,14:51:57.000
30,874654098-9,85,13:48:00.000
66,051189742-1,27,14:25:50.000
7,963949088-1,192,14:45:32.000
61,032947699-8,187,14:19:15.000
9,691113774-8,158,13:18:23.000
81,428770860-1,146,14:12:00.000
77,744040259-6,31,14:43:24.000
78,258187443-0,191,13:57:03.000
58,698942361-7,189,14:40:38.000
38,878056236-1,14,13:20:37.000
80,992070955-7,58,13:51:11.000
83,969276796-5,125,13:45:45.000
71,676388547-4,194,13:53:45.000
28,173165566-5,124,13:27:43.000
49,376031923-8,175,13:53:42.000
39,767616512-1,199,14:28:46.000
2,747756958-3,145,14:22:17.000
17,328567749-X,156,13:34:27.000
33,531110917-3,18,13:33:35.000
75,209879141-0,104,13:12:16.000
87,542560752-0,32,14:02:31.000
32,651702600-2,3,14:54:18.000
50,864986802-9,85,14:13:27.000
86,376763012-5,175,13:37:49.000
55,733465282-7,38,14:59:00.000
85,002649876-6,115,13:28:43.000
39,917073657-X,99,13:23:13.000
46,687098435-2,147,13:27:42.000
42,322740689-6,140,13:07:14.000
69,893152527-3,37,13:46:15.000
42,396556545-1,45,13:42:17.000
49,211013698-7,174,14:46:31.000
51,968924428-0,75,13:16:52.000
98,750842202-3,86,13:35:39.000
93,010861468-9,29,13:13:39.000
99,453711046-5,4,13:08:19.000
45,591100414-3,19,13:40:29.000
73,616181374-2,133,13:54:46.000
35,557110389-2,170,14:31:48.000
13,260898433-9,138,13:35:17.000
2,442584383-5,42,13:41:55.000
64,997088973-7,135,13:39:31.000
96,304595773-0,7,13:03:11.000
22,867871400-X,35,13:02:40.000
46,508354651-5,97,14:09:35.000
81,934400716-0,62,14:15:19.000
56,746316889-1,81,14:50:29.000
26,147775650-7,122,14:48:58.000
100,965956826-6,149,13:50:49.000
92,039112641-5,140,13:51:47.000
23,800773622-0,94,13:44:54.000
83,420975163-4,8,14:48:30.000
72,408276856-4,32,14:06:49.000
90,293140649-X,157,14:22:39.000
51,665898877-3,22,13:23:31.000
32,024479664-5,178,13:55:42.000
24,593082595-5,47,13:14:03.000
71,077494455-2,80,14:12:51.000
97,083916867-5,143,13:18:30.000
31,282202734-X,143,13:45:09.000
48,812943874-7,47,14:17:03.000
80,340751134-5,36,13:12:30.000
18,506886650-4,1,14:32:15.000
1,855102802-2,72,14:15:07.000
25,837163245-2,8,13:00:22.000
42,483717942-8,150,13:06:50.000
34,242019169-2,95,13:30:58.000
51,245418037-5,199,14:04:19.000
16,087997163-0,138,14:20:20.000
61,050981145-0,198,14:53:54.000
83,378577031-6,62,14:50:08.000
80,026626178-7,1,14:39:44.000
52,531395892-5,73,13:41:59.000
87,294424447-7,118,14:27:05.000
10,954400916-7,85,13:07:35.000
4,728736311-9,111,13:08:34.000
72,184033900-4,102,13:54:56.000
66,888428179-2,200,13:39:57.000
3,171038106-X,145,14:50:32.000
22,399195301-3,73,13:00:46.000
26,493640880-8,134,14:01:45.000
16,835314679-7,22,13:00:27.000
57,669135005-7,56,13:59:57.000
40,614098080-1,14,13:04:26.000
14,943276604-7,58,13:42:23.000
39,361720517-8,161,13:44:06.000
85,494226559-2,156,14:53:05.000
47,642830058-3,144,14:19:41.000
41,324772063-4,43,13:34:07.000
92,356310965-6,143,13:53:51.000
77,316851361-X,98,14:23:21.000
16,705017998-1,200,14:30:42.000
56,435661550-6,107,14:40:50.000
94,084672491-X,37,13:56:26.000
63,663815585-7,143,13:14:15.000
9,602316756-X,123,13:24:24.000
39,804331039-4,127,13:31:31.000
69,298576589-7,179,14:04:00.000
1,310747790-7,20,13:41:01.000
22,250503378-1,184,13:02:53.000
7,178386964-X,25,13:49:47.000
86,789011339-0,112,14:37:08.000
10,645629366-9,12,14:21:09.000
90,399538537-0,127,14:09:47.000
48,817257029-5,43,14:13:48.000
77,978024305-4,108,13:20:45.000
48,631721505-7,27,13:20:13.000
35,672212559-9,114,13:16:21.000
17,907777068-2,165,14:36:08.000
99,751455657-5,135,13:54:39.000
73,179565600-X,27,13:07:06.000
65,726891008-8,88,13:31:22.000
24,993617688-X,104,13:47:13.000
15,410174838-1,74,14:34:13.000
30,439049055-9,70,14:15:49.000
54,101088402-6,41,13:29:34.000
54,074461518-6,141,13:37:39.000
76,898872831-9,70,13:28:06.000
94,851066356-4,199,14:30:46.000
74,677775506-3,40,14:14:46.000
85,766162628-4,179,14:33:17.000
29,064631643-5,111,13:57:25.000
79,188910054-4,144,14:15:56.000
15,197156275-0,22,14:12:13.000
45,493076802-0,192,13:55:01.000
44,393627765-6,175,13:52:09.000
16,425022283-7,80,13:40:19.000
97,787661259-8,50,14:15:19.000
100,676807962-X,127,13:32:12.000
19,038940764-X,91,13:28:43.000
1,469475279-0,26,14:42:44.000
92,564306907-5,107,13:38:20.000
61,227558988-0,52,14:57:56.000
34,381704064-4,135,14:54:12.000
45,946466579-3,146,13:35:02.000
52,909035094-2,96,13:52:08.000
92,872925560-0,188,13:53:01.000
64,398182190-4,154,13:10:14.000
42,759773099-3,157,13:36:35.000
5,399766713-6,89,14:44:27.000
77,924876506-8,37,14:14:25.000
68,852154927-X,133,14:55:56.000
91,076212379-6,197,13:50:22.000
65,191897639-2,188,13:30:48.000
36,360975204-1,46,13:42:55.000
48,336904613-X,199,14:08:24.000
98,855981054-4,141,14:33:56.000
94,649312195-7,114,14:26:10.000
93,359856862-2,17,13:04:11.000
53,907798111-X,147,13:39:32.000
20,357219193-9,149,14:42:05.000
75,553119850-7,54,13:06:16.000
88,505070210-0,52,14:00:41.000
89,196513500-5,149,14:02:55.000
32,515168558-9,49,14:35:28.000
88,821375671-1,24,14:02:01.000
30,534124056-1,116,13:26:03.000
14,908679642-7,5,14:37:08.000
44,267418643-7,167,14:52:31.000
21,179267270-5,120,14:11:42.000
41,297264301-1,40,14:01:13.000
49,999233657-9,140,13:00:21.000
89,477267297-4,176,14:23:39.000
11,382676021-2,100,13:13:29.000
48,864269421-1,15,13:13:33.000
73,235698432-1,151,14:45:22.000
100,514852493-6,19,14:25:22.000
90,648940085-5,89,14:12:01.000
4,479547558-X,69,13:22:58.000
26,307819768-9,75,14:53:57.000
35,744134016-0,61,13:35:36.000
27,574655089-2,71,13:20:27.000
1,949255280-9,151,14:05:40.000
48,574868580-9,170,13:54:10.000
64,597104481-8,11,14:27:42.000
1,752518791-6,28,14:53:18.000
21,749253103-6,90,14:15:13.000
24,001002524-3,54,13:24:37.000
41,115497891-5,187,13:42:16.000
88,317640772-6,92,14:11:37.000
17,395031313-3,22,13:56:46.000
48,444854957-7,10,14:42:48.000
38,737454214-3,56,13:38:04.000
26,075127737-1,42,13:33:06.000
90,448466239-6,109,13:41:47.000
69,622415231-4,198,14:15:06.000
63,065950478-2,86,13:33:35.000
12,860022776-3,55,13:18:41.000
97,894738146-2,104,14:40:34.000
15,239497452-4,96,13:22:26.000
47,825276179-8,52,13:36:01.000
93,027585525-2,46,14:24:13.000
96,066667869-3,175,14:23:01.000
6,872555125-6,192,13:27:32.000
94,401839810-7,57,13:48:28.000
64,160013434-3,150,14:36:51.000
13,760801301-X,68,14:52:58.000
12,377317268-0,133,14:42:04.000
76,734637147-X,128,14:40:37.000
42,432475125-0,21,13:55:56.000
45,036749682-8,21,13:44:24.000
83,535977205-0,106,13:04:09.000
10,865302589-8,63,13:43:02.000
76,743940391-6,121,13:18:18.000
20,239004101-9,0,13:01:42.000
37,070201855-4,74,13:59:09.000
75,902690319-7,91,14:20:58.000
33,315038126-6,25,14:31:49.000
32,556020354-8,85,13:17:55.000
89,977265212-9,157,14:28:10.000
64,549151107-2,143,14:47:11.000
84,816895027-5,101,14:05:30.000
11,380628999-9,154,14:10:28.000
4,379832458-1,80,13:19:21.000
92,055118629-1,120,14:24:25.000
51,271132187-8,80,13:35:48.000
89,636285307-5,141,13:56:49.000
60,357140460-2,112,13:30:04.000
8,438430315-7,116,14:32:36.000
24,382482022-6,177,14:20:57.000
50,564982809-1,88,14:41:35.000
60,628409457-4,59,14:56:02.000
99,399123413-0,28,13:55:48.000
67,871467904-3,45,14:50:58.000
36,636917382-7,0,13:40:55.000
67,400277005-2,166,13:28:42.000
30,433268450-8,118,13:12:42.000
92,448333451-4,169,13:52:01.000
65,445563329-4,72,14:05:09.000
80,838587587-5,71,13:17:39.000
6,917679397-4,26,13:45:17.000
66,806242092-2,2,13:58:56.000
23,828841180-0,78,14:13:27.000
47,586238862-1,199,14:29:01.000
87,594535731-6,21,13:00:00.000
60,299270016-9,86,13:16:35.000
85,382103525-0,57,13:19:54.000
24,919100114-5,67,13:23:29.000
63,565307234-6,128,14:44:39.000
6,802785736-8,135,14:46:58.000
62,397937586-2,92,14:24:19.000
15,537491992-X,169,13:08:17.000
10,660095328-4,174,14:02:48.000
96,513987528-4,76,13:03:02.000
81,311811945-4,167,13:12:33.000
92,379025859-8,52,13:02:02.000
64,309857246-9,44,14:37:07.000
94,033361039-3,100,13:38:39.000
5,068864616-6,159,14:44:35.000
23,315450390-0,86,14:18:17.000
50,354997385-3,100,13:17:56.000
76,347604263-4,186,14:29:12.000
37,662496213-5,166,14:11:08.000
39,138131578-X,14,14:24:42.000
11,470440580-X,110,13:48:23.000
9,515217177-5,108,14:35:15.000
72,493010661-3,12,14:56:17.000
55,966232581-6,34,13:11:51.000
36,875328107-1,147,13:28:48.000
51,663246999-X,127,14:44:08.000
90,427975787-9,189,14:42:27.000
90,642043951-5,14,14:42:49.000
1,538226541-0,46,13:40:38.000
8,282315593-7,68,14:40:49.000
14,466473292-9,96,13:53:00.000
35,976997216-9,93,13:55:50.000
10,740941226-7,179,13:48:34.000
41,427844467-2,104,14:24:22.000
43,803891118-0,90,14:07:42.000
42,164287789-1,168,13:59:45.000
31,700388067-9,15,14:47:44.000
60,011415363-9,106,14:27:35.000
66,552671934-0,109,14:56:25.000
73,636952412-3,148,13:33:09.000
21,615774480-4,164,14:26:23.000
95,387633832-8,34,14:50:01.000
39,752871451-8,200,14:03:25.000
9,582047819-3,198,13:02:24.000
23,441693305-3,176,13:21:13.000
26,890793276-X,87,13:30:30.000
82,086156277-1,49,14:20:56.000
65,694137584-1,189,13:37:48.000
28,829721589-X,110,13:39:34.000
85,319600339-6,40,14:13:16.000
83,462138121-0,10,14:23:14.000
10,586590216-4,151,13:21:01.000
8,444006926-6,131,13:50:53.000
8,216001382-X,178,13:40:58.000
10,339086790-2,152,13:37:32.000
87,786501469-4,125,13:48:57.000
43,938382753-X,7,14:26:04.000
77,458824423-X,32,13:22:55.000
58,787375064-7,194,13:42:02.000
90,700278590-7,98,13:01:51.000
14,634953598-7,180,14:37:16.000
25,825765531-7,182,13:29:50.000
79,016141884-8,117,13:41:29.000
43,564643203-0,132,14:02:16.000
13,530560568-7,4,14:32:43.000
46,763537148-7,177,14:08:23.000
13,318967974-6,150,14:47:26.000
33,485454620-4,189,13:32:57.000
55,009976734-1,7,14:49:32.000
28,285617801-4,21,13:09:54.000
41,796600277-2,115,14:04:48.000
92,088555994-0,198,13:41:58.000
17,269703835-3,64,14:56:10.000
13,510628931-9,81,13:16:44.000
60,247958555-7,96,13:33:10.000
83,737392215-5,59,13:21:48.000
90,417038272-2,194,13:35:09.000
92,368273198-9,87,13:13:01.000
63,028750052-7,192,14:23:07.000
8,239929551-X,30,14:53:28.000
35,827924892-7,10,13:08:23.000
81,788564763-3,69,14:16:10.000
59,560860774-0,49,13:22:17.000
75,049984612-5,153,14:04:31.000
18,751037057-4,53,13:09:11.000
45,303490244-1,151,13:16:12.000
93,353746596-3,78,13:33:09.000
30,104737212-6,42,14:08:26.000
32,346319309-4,130,13:12:44.000
29,911681541-6,151,14:31:41.000
5,816448986-7,122,14:51:09.000
12,030447228-X,116,14:06:10.000
76,132864801-X,66,14:16:20.000
40,731166281-8,6,13:11:18.000
21,216351198-7,189,13:12:27.000
25,244517108-3,188,13:58:49.000
37,140782679-4,113,13:04:55.000
57,502281490-0,192,13:13:14.000
42,909365255-9,176,14:44:49.000
87,040993995-1,66,14:37:31.000
26,096790509-5,156,13:16:03.000
6,321567743-1,13,14:06:46.000
99,768228691-1,39,14:57:11.000
2,521993985-8,101,14:51:38.000
96,954201697-2,91,13:36:51.000
53,546153540-2,80,13:03:46.000
92,686393847-2,75,13:05:16.000
12,117230426-2,130,13:56:15.000
67,602275544-1,60,13:37:58.000
35,904558016-0,58,13:52:46.000
6,532004178-0,144,14:02:16.000
52,354036475-7,94,14:14:30.000
10,434501560-X,172,14:41:27.000
80,602366431-8,64,13:33:16.000
80,074356846-X,178,14:18:39.000
92,202491161-7,28,13:12:36.000
9,802869096-3,11,13:55:57.000
95,320366444-5,133,13:05:20.000
75,627900537-2,162,13:05:56.000
34,313377167-1,64,13:17:04.000
16,849415907-0,172,13:29:09.000
4,611687154-2,137,14:26:01.000
56,178699158-6,193,14:26:35.000
16,443666420-1,176,13:50:49.000
99,654358653-2,98,13:45:02.000
39,880339776-0,107,13:43:08.000
52,502039954-X,67,13:37:08.000
61,767232493-4,164,13:24:00.000
76,828580142-X,19,14:34:29.000
14,284386047-4,67,13:24:57.000
20,168306785-1,157,14:41:56.000
52,595883680-3,0,14:42:16.000
96,545181665-4,175,14:54:41.000
69,695156184-2,81,14:06:48.000
90,357549592-0,160,13:20:42.000
14,322215316-7,188,14:25:21.000
19,145430235-6,95,13:41:42.000
46,048395079-3,152,13:08:30.000
65,781719882-9,61,14:45:06.000
85,987632569-8,183,13:12:42.000
65,460503348-3,23,14:38:42.000
85,167273811-3,151,14:25:21.000
11,775372008-2,117,14:04:29.000
38,230547837-2,83,14:37:54.000
45,677869821-7,154,14:33:12.000
83,172488752-1,65,13:57:06.000
72,546329640-5,151,13:52:38.000
16,778252762-7,181,14:19:28.000
14,639703953-6,191,14:41:43.000
38,914206415-5,110,13:19:04.000
53,402002361-1,25,13:39:46.000
26,567001229-1,138,13:05:37.000
53,498335639-8,84,13:53:42.000
33,247332211-2,58,13:28:53.000
44,704323496-4,105,14:01:28.000
39,580560182-6,158,14:29:31.000
100,182770250-8,83,14:25:44.000
38,369033723-2,106,13:35:27.000
47,239713606-6,83,13:28:48.000
93,128098434-1,88,13:44:40.000
69,148271375-6,19,13:50:41.000
77,903313425-X,186,14:23:10.000
6,553577196-1,21,13:41:15.000
11,909038769-2,196,14:02:05.000
23,151697061-6,3,14:31:49.000
81,085206792-5,20,13:39:32.000
69,974888574-7,165,13:46:46.000
36,312829770-3,195,13:45:06.000
87,126639979-8,116,13:15:36.000
17,309183363-1,179,13:16:13.000
71,273163898-2,26,14:27:59.000
52,156082641-X,155,13:25:12.000
63,764063863-1,37,14:24:47.000
87,373190984-7,155,14:45:17.000
86,591822369-X,20,14:41:29.000
83,821293453-5,180,13:56:06.000
55,165103815-5,182,13:02:22.000
43,029728726-5,83,13:50:20.000
71,906488640-7,119,13:39:06.000
93,130477869-X,64,14:05:42.000
26,733684070-1,35,13:55:48.000
63,140486245-5,59,13:27:43.000
59,660001609-4,155,14:53:17.000
53,074538884-1,52,13:14:26.000
80,345274872-3,104,13:00:20.000
76,007852954-9,91,13:11:39.000
20,556815233-0,77,14:11:30.000
8,575878168-1,8,13:31:02.000
32,715062742-0,118,14:18:33.000
36,401240215-3,171,14:23:34.000
85,682814608-5,88,14:28:10.000
95,215973131-5,93,14:55:50.000
80,455408524-4,120,14:28:34.000
16,716031520-0,82,13:18:31.000
12,119876165-2,128,14:34:00.000
54,386354181-2,188,14:28:43.000
44,069263235-2,193,13:37:46.000
39,859505836-9,82,14:19:11.000
42,520004798-6,162,13:47:16.000
96,253405555-0,31,14:06:58.000
16,282008745-0,23,14:17:16.000
28,902846866-8,56,13:07:31.000
22,567632014-1,106,14:39:19.000
30,512117339-3,85,13:27:55.000
32,812002330-7,50,14:16:22.000
66,825668826-2,99,13:57:05.000
6,496708427-3,46,14:43:41.000
28,018817918-6,136,14:19:43.000
15,611578627-4,38,13:33:22.000
18,408779466-0,176,13:56:48.000
36,033804119-2,35,13:12:30.000
65,639244694-X,198,14:18:14.000
41,796024545-2,178,14:04:08.000
23,403839888-9,192,13:41:50.000
85,471449200-4,60,14:08:56.000
62,785899624-X,106,14:50:47.000
52,478017356-6,84,14:28:35.000
40,392296489-3,119,13:24:08.000
60,227350200-1,151,13:39:51.000
68,554788927-X,122,13:31:41.000
64,202546185-2,77,13:23:25.000
60,935202012-X,200,13:21:19.000
65,153564371-4,99,13:25:22.000
72,431113267-0,3,14:34:58.000
9,696816414-0,176,14:18:46.000
18,818857995-5,152,13:53:46.000
8,283086126-4,13,14:29:26.000
31,732241817-4,61,13:36:59.000
35,723143833-4,82,13:24:22.000
78,401737298-8,50,14:47:11.000
69,433593798-9,24,13:51:17.000
97,744467370-5,82,13:21:47.000
42,684276789-X,129,13:48:19.000
7,008891914-5,29,14:16:09.000
34,490052088-8,194,13:09:06.000
17,983588766-7,121,13:31:33.000
26,728667863-9,138,14:58:39.000
23,026466028-5,195,14:34:31.000
48,270088099-4,24,14:18:50.000
49,547763184-8,147,14:08:18.000
70,270391937-9,165,14:22:35.000
7,985563330-X,168,14:56:31.000
69,497845850-1,79,14:00:18.000
26,980502147-5,144,13:51:06.000
78,851960257-6,137,14:42:46.000
85,706436434-4,181,14:53:14.000
84,417711347-6,52,14:25:27.000
51,023385400-2,64,13:00:35.000
45,383901141-8,124,14:32:27.000
92,904520305-7,0,14:40:22.000
2,387026093-9,65,14:40:53.000
77,040442594-1,155,13:35:39.000
30,713060220-1,84,13:46:02.000
80,867923319-6,16,14:42:19.000
84,446843668-9,94,13:58:33.000
82,380442561-5,124,14:46:33.000
8,603433505-1,74,13:51:51.000
12,613625343-7,52,14:16:49.000
99,671317837-5,103,14:28:27.000
88,561026352-2,78,14:33:21.000
25,775568846-1,175,14:52:25.000
68,054675239-X,112,13:40:11.000
68,655056489-1,72,14:00:24.000
100,021364094-5,84,13:09:57.000
59,138430920-9,110,14:25:26.000
53,728384474-0,96,14:19:55.000
49,366880613-6,154,13:18:44.000
50,366677854-2,147,14:07:47.000
78,881181667-X,5,13:14:56.000
30,219531931-3,102,13:51:23.000
78,430131551-9,127,13:11:49.000
56,900721906-5,26,14:11:04.000
6,047149403-8,191,13:07:28.000
56,190831867-8,38,14:54:09.000
93,804748934-8,193,14:27:34.000
68,521733261-1,199,14:45:45.000
28,804626586-1,139,13:10:02.000
23,766611961-5,36,13:18:15.000
11,695649691-7,14,13:49:55.000
94,657007222-6,12,13:33:20.000
8,717786090-8,11,14:40:49.000
72,485935358-7,119,13:07:55.000
52,254365544-1,95,13:23:34.000
50,660539865-3,8,13:51:04.000
73,986483355-3,64,14:26:16.000
48,450994045-9,139,13:04:58.000
83,100462429-8,37,14:58:23.000
29,459075590-4,49,13:50:12.000
28,305395308-0,91,13:08:32.000
41,546775602-8,112,14:53:36.000
94,468541828-X,22,13:36:22.000
13,967060318-8,105,14:05:10.000
14,466986203-0,113,13:43:56.000
37,805862060-2,156,13:21:06.000
2,617679500-1,123,14:10:37.000
39,570419735-3,171,13:03:31.000
22,832270281-7,103,14:05:15.000
93,959334315-6,113,13:43:31.000
88,378242469-7,37,13:37:34.000
13,841301877-3,170,13:07:49.000
5,277510445-2,152,13:26:17.000
5,588070889-6,39,14:11:12.000
6,049306733-7,40,14:47:47.000
56,019808855-8,130,14:51:53.000
26,382014178-2,122,14:28:49.000
78,900007080-5,96,13:37:11.000
82,783174580-7,177,14:15:34.000
44,963924348-5,193,13:26:30.000
16,028584386-9,150,13:52:27.000
20,539081902-0,57,13:38:04.000
87,391024697-4,121,14:30:50.000
7,277462992-6,163,13:57:46.000
